45.5022;-73.6361;88.58268;2137.5;2224.4146341463415;65SEC;210.0;0.0;5.0;0.0;229.65879999999999
45.4892;-73.6433;127.95276;2137.5;1538.9207317073171;65SEC;180.0;2.0;5.0;0.0;183.72704
45.5183;-73.6217;137.79528;2137.5;2865.6036585365855;65SEC;125.0;0.0;5.0;0.0;259.18636
45.5025;-73.6142;68.89764;2137.5;3070.548780487805;65SEC;110.0;0.0;5.0;0.0;479.00264
45.4956;-73.6192;101.70604;2137.5;1469.6585365853657;65SEC;280.0;0.0;5.0;0.0;383.85828
45.4942;-73.6325;68.89764;2137.5;1538.9207317073171;65SEC;60.0;0.0;5.0;0.0;259.18636
45.5039;-73.6239;137.79528;2137.5;1538.9207317073171;65SEC;300.0;2.0;5.0;0.0;354.33072
45.4767;-73.6394;59.05512;2120.0;2173.7804878048782;65SEC;325.0;0.0;20.0;0.0;183.72704
45.5322;-73.6236;108.26772;2137.5;1808.0731707317073;65SEC;290.0;2.0;5.0;0.0;196.8504
45.4892;-73.6433;121.39108;2137.5;1538.9207317073171;65SEC;60.0;2.0;5.0;0.0;183.72704
45.4906;-73.6239;118.11024;2137.5;1687.3902439024391;65SEC;170.0;3.0;5.0;0.0;351.04988
45.5286;-73.6106;104.98688;2120.0;1064.6707317073171;65SEC;300.0;2.0;20.0;0.0;213.2546
45.5039;-73.6239;157.48032;2137.5;2224.4146341463415;65SEC;175.0;1.0;5.0;0.0;354.33072
45.4767;-73.6394;42.65092;2120.0;3290.152439024391;65SEC;85.0;0.0;20.0;0.0;183.72704
45.5264;-73.595;91.86352;2137.5;1538.9207317073171;65SEC;250.0;2.0;5.0;0.0;249.34384
45.5389;-73.6322;75.45932;2120.0;1222.408536585366;65SEC;60.0;0.0;20.0;0.0;173.88452
45.5183;-73.6217;124.67192;2137.5;2224.4146341463415;65SEC;190.0;0.0;5.0;0.0;259.18636
45.5286;-73.6106;104.98688;2120.0;1648.9817073170732;65SEC;40.0;2.0;20.0;0.0;213.2546
45.5322;-73.6236;108.26772;2137.5;1726.6951219512198;65SEC;160.0;2.0;5.0;0.0;196.8504
45.4975;-73.6564;91.86352;2137.5;1280.0182926829268;65SEC;250.0;3.0;5.0;0.0;167.32283999999999
45.5022;-73.6361;95.14436;2137.5;2613.4634146341464;65SEC;30.0;0.0;5.0;0.0;229.65879999999999
45.5261;-73.6317;157.48032;2137.5;2173.7804878048782;65SEC;180.0;4.0;5.0;0.0;183.72704
45.5125;-73.6322;78.74016;2137.5;1309.8353658536587;65SEC;20.0;0.0;5.0;0.0;180.4462
45.4975;-73.6792;134.51444;2137.5;1436.2012195121952;65SEC;180.0;2.0;5.0;0.0;137.79528
45.5286;-73.6408;104.98688;2137.5;1538.9207317073171;65SEC;275.0;2.0;5.0;0.0;167.32283999999999
45.5086;-73.6611;104.98688;2137.5;1403.5121951219514;65SEC;300.0;3.0;5.0;0.0;150.91864
45.5197;-73.5867;124.67192;2137.5;1687.3902439024391;65SEC;200.0;0.0;5.0;0.0;200.13124
45.4753;-73.6608;170.60368;2137.5;2173.7804878048782;65SEC;50.0;4.0;5.0;0.0;160.76116
45.5197;-73.5867;131.2336;2137.5;2224.4146341463415;65SEC;310.0;4.0;5.0;0.0;200.13124
45.5111;-73.6147;98.4252;2137.5;2224.4146341463415;65SEC;260.0;0.0;5.0;0.0;370.73492
45.5169;-73.5989;98.4252;2137.5;1340.341463414634;65SEC;310.0;0.0;5.0;0.0;272.30971999999997
45.5264;-73.595;91.86352;2137.5;1538.9207317073171;65SEC;130.0;2.0;5.0;0.0;249.34384
45.5206;-73.6056;88.58268;2137.5;1167.3902439024391;65SEC;60.0;0.0;5.0;0.0;239.50132
45.5208;-73.5983;72.17848;2137.5;1893.2865853658536;65SEC;340.0;0.0;5.0;0.0;226.37796
45.4975;-73.6564;98.4252;2137.5;1538.9207317073171;65SEC;180.0;2.0;5.0;0.0;167.32283999999999
45.5389;-73.6322;75.45932;2120.0;1222.408536585366;65SEC;310.0;0.0;20.0;0.0;173.88452
45.4906;-73.6239;118.11024;2137.5;1503.8902439024391;65SEC;255.0;3.0;5.0;0.0;351.04988
45.5183;-73.6217;114.82939999999999;2137.5;2224.4146341463415;65SEC;60.0;0.0;5.0;0.0;259.18636
45.5189;-73.6544;59.05512;2137.5;1841.689024390244;65SEC;330.0;4.0;5.0;0.0;160.76116
45.5189;-73.6544;59.05512;2137.5;1845.9329268292684;65SEC;80.0;2.0;5.0;0.0;160.76116
45.4975;-73.6564;91.86352;2120.0;1016.7560975609757;65SEC;250.0;3.0;20.0;0.0;167.32283999999999
45.5286;-73.6408;104.98688;2137.5;1538.9207317073171;65SEC;180.0;2.0;5.0;0.0;167.32283999999999
45.5197;-73.5867;118.11024;2137.5;1648.9817073170732;65SEC;140.0;4.0;5.0;0.0;200.13124
45.4839;-73.6308;98.4252;2137.5;1222.408536585366;65SEC;320.0;0.0;5.0;0.0;229.65879999999999
45.5125;-73.6322;78.74016;2120.0;1250.8841463414633;65SEC;175.0;0.0;20.0;0.0;180.4462
45.5111;-73.6147;98.4252;2137.5;3070.548780487805;65SEC;90.0;0.0;5.0;0.0;370.73492
45.5261;-73.6317;118.11024;2137.5;1538.9207317073171;65SEC;290.0;0.0;5.0;0.0;183.72704
45.5125;-73.6322;78.74016;2137.5;2553.969512195122;65SEC;240.0;0.0;5.0;0.0;180.4462
45.4942;-73.6325;68.89764;2137.5;1538.9207317073171;65SEC;180.0;0.0;5.0;0.0;259.18636
45.5022;-73.6361;88.58268;2137.5;2173.7804878048782;65SEC;290.0;0.0;5.0;0.0;229.65879999999999
45.4975;-73.6792;137.79528;2137.5;1403.5121951219514;65SEC;300.0;2.0;5.0;0.0;137.79528
45.5169;-73.5989;98.4252;2137.5;1340.341463414634;65SEC;200.0;0.0;5.0;0.0;272.30971999999997
45.4975;-73.6564;91.86352;2120.0;1937.3841463414635;65SEC;50.0;4.0;20.0;0.0;167.32283999999999
45.4942;-73.6325;68.89764;2137.5;1538.9207317073171;65SEC;300.0;0.0;5.0;0.0;259.18636
45.4767;-73.6394;62.33596;2120.0;3290.152439024391;65SEC;205.0;0.0;20.0;0.0;183.72704
45.5208;-73.5983;88.58268;2137.5;1611.4451219512196;65SEC;80.0;0.0;5.0;0.0;226.37796
45.5125;-73.6322;78.74016;2120.0;1309.8353658536587;65SEC;350.0;0.0;20.0;0.0;180.4462
45.5208;-73.5983;72.17848;2137.5;1937.3841463414635;65SEC;180.0;0.0;5.0;0.0;226.37796
45.5206;-73.6056;88.58268;2137.5;1140.8170731707319;65SEC;300.0;0.0;5.0;0.0;239.50132
45.5169;-73.5989;78.74016;2137.5;2075.94512195122;65SEC;60.0;0.0;5.0;0.0;272.30971999999997
45.5125;-73.6322;78.74016;2120.0;1937.3841463414635;65SEC;260.0;0.0;20.0;0.0;180.4462
